source_doc,eval_type,eval_method,variant,score,duration
10,Graph-based,AutoSummENG,randomly_swapped_words_0.3,0.612390,4.210916996002197
10,Graph-based,MeMoG,randomly_swapped_words_0.3,0.612390,4.210916996002197
10,Meta,NPowER,randomly_swapped_words_0.3,0.566686,4.210916996002197
10,Embeddings-based,BERTScore,randomly_swapped_words_0.3,0.8494637608528137,0.42436742782592773
10,N-gram,Rouge1,randomly_swapped_words_0.5,1.0,0.00615382194519043
10,N-gram,Rouge2,randomly_swapped_words_0.5,0.512396694214876,0.0
10,Graph-based,AutoSummENG,randomly_swapped_words_0.5,0.554633,4.555861473083496
10,Graph-based,MeMoG,randomly_swapped_words_0.5,0.554633,4.555861473083496
10,Meta,NPowER,randomly_swapped_words_0.5,0.518773,4.555861473083496
10,Embeddings-based,BERTScore,randomly_swapped_words_0.5,0.7667263150215149,0.47681427001953125
10,N-gram,Rouge1,randomly_swapped_words_0.7,1.0,0.002971649169921875
10,N-gram,Rouge2,randomly_swapped_words_0.7,0.43491735537190085,0.016283273696899414
10,Graph-based,AutoSummENG,randomly_swapped_words_0.7,0.528438,4.40891695022583
10,Graph-based,MeMoG,randomly_swapped_words_0.7,0.528438,4.40891695022583
10,Meta,NPowER,randomly_swapped_words_0.7,0.497042,4.40891695022583
10,Embeddings-based,BERTScore,randomly_swapped_words_0.7,0.742730975151062,0.4350910186767578
10,N-gram,Rouge1,randomly_swapped_words_0.9,1.0,0.012731552124023438
10,N-gram,Rouge2,randomly_swapped_words_0.9,0.3910123966942149,0.011044025421142578
10,Graph-based,AutoSummENG,randomly_swapped_words_0.9,0.517831,4.331162452697754
10,Graph-based,MeMoG,randomly_swapped_words_0.9,0.517831,4.331162452697754
10,Meta,NPowER,randomly_swapped_words_0.9,0.488243,4.331162452697754
10,Embeddings-based,BERTScore,randomly_swapped_words_0.9,0.695132851600647,0.392974853515625
10,N-gram,Rouge1,removed_sentence_0.1,0.921154913936702,0.01659417152404785
10,N-gram,Rouge2,removed_sentence_0.1,0.9077777777777778,0.008399486541748047
10,Graph-based,AutoSummENG,removed_sentence_0.1,0.836462,3.6214852333068848
10,Graph-based,MeMoG,removed_sentence_0.1,0.836462,3.6214852333068848
10,Meta,NPowER,removed_sentence_0.1,0.752572,3.6214852333068848
10,Embeddings-based,BERTScore,removed_sentence_0.1,1.0,0.41204380989074707
10,N-gram,Rouge1,removed_sentence_0.3,0.827856496834489,0.015653133392333984
10,N-gram,Rouge2,removed_sentence_0.3,0.7993966817496229,0.0
10,Graph-based,AutoSummENG,removed_sentence_0.3,0.670757,3.345803737640381
10,Graph-based,MeMoG,removed_sentence_0.3,0.670757,3.345803737640381
10,Meta,NPowER,removed_sentence_0.3,0.615107,3.345803737640381
10,Embeddings-based,BERTScore,removed_sentence_0.3,0.9521252512931824,0.3557736873626709
10,N-gram,Rouge1,removed_sentence_0.5,0.7160330578512397,0.0
10,N-gram,Rouge2,removed_sentence_0.5,0.6834270592127026,0.01878523826599121
10,Graph-based,AutoSummENG,removed_sentence_0.5,0.503857,2.945770025253296
10,Graph-based,MeMoG,removed_sentence_0.5,0.503857,2.945770025253296
10,Meta,NPowER,removed_sentence_0.5,0.476650,2.945770025253296
10,Embeddings-based,BERTScore,removed_sentence_0.5,0.9389034509658813,0.3739621639251709
10,N-gram,Rouge1,removed_sentence_0.7,0.4814090019569472,0.005997419357299805
10,N-gram,Rouge2,removed_sentence_0.7,0.45045045045045046,0.00816202163696289
10,Graph-based,AutoSummENG,removed_sentence_0.7,0.297564,2.7425577640533447
10,Graph-based,MeMoG,removed_sentence_0.7,0.297564,2.7425577640533447
10,Meta,NPowER,removed_sentence_0.7,0.305513,2.7425577640533447
10,Embeddings-based,BERTScore,removed_sentence_0.7,0.9364041686058044,0.36753082275390625
10,N-gram,Rouge1,removed_sentence_0.9,0.165719696969697,0.005768299102783203
10,N-gram,Rouge2,removed_sentence_0.9,0.15355450236966822,0.004999876022338867
10,Graph-based,AutoSummENG,removed_sentence_0.9,0.090864,2.2239911556243896
10,Graph-based,MeMoG,removed_sentence_0.9,0.090864,2.2239911556243896
10,Meta,NPowER,removed_sentence_0.9,0.134039,2.2239911556243896
10,Embeddings-based,BERTScore,removed_sentence_0.9,0.7689768075942993,0.23329830169677734
10,N-gram,Rouge1,repeated_sentence_0.1,0.8537830042156647,0.012356996536254883
10,N-gram,Rouge2,repeated_sentence_0.1,0.8501664816870145,0.008909940719604492
10,Graph-based,AutoSummENG,repeated_sentence_0.1,0.923922,4.313191652297974
10,Graph-based,MeMoG,repeated_sentence_0.1,0.923922,4.313191652297974
10,Meta,NPowER,repeated_sentence_0.1,0.825127,4.313191652297974
10,Embeddings-based,BERTScore,repeated_sentence_0.1,0.5827633142471313,0.4446699619293213
10,N-gram,Rouge1,repeated_sentence_0.3,0.6672446679382694,0.0033299922943115234
10,N-gram,Rouge2,repeated_sentence_0.3,0.6643538594969645,0.02222919464111328
10,Graph-based,AutoSummENG,repeated_sentence_0.3,0.920695,4.324093818664551
10,Graph-based,MeMoG,repeated_sentence_0.3,0.920695,4.324093818664551
10,Meta,NPowER,repeated_sentence_0.3,0.822450,4.324093818664551
10,Embeddings-based,BERTScore,repeated_sentence_0.3,0.5827633142471313,0.47048068046569824
10,N-gram,Rouge1,repeated_sentence_0.5,0.5476021061619468,0.021091461181640625
10,N-gram,Rouge2,repeated_sentence_0.5,0.5451957295373665,0.013330936431884766
10,Graph-based,AutoSummENG,repeated_sentence_0.5,0.919432,4.311723709106445
10,Graph-based,MeMoG,repeated_sentence_0.5,0.919432,4.311723709106445
10,Meta,NPowER,repeated_sentence_0.5,0.821402,4.311723709106445
10,Embeddings-based,BERTScore,repeated_sentence_0.5,0.5827633142471313,0.4988534450531006
10,N-gram,Rouge1,repeated_sentence_0.7,0.4637820899120164,0.038321495056152344
10,N-gram,Rouge2,repeated_sentence_0.7,0.4617239300783605,0.017338991165161133
10,Graph-based,AutoSummENG,repeated_sentence_0.7,0.918719,4.133817911148071
10,Graph-based,MeMoG,repeated_sentence_0.7,0.918719,4.133817911148071
10,Meta,NPowER,repeated_sentence_0.7,0.820811,4.133817911148071
10,Embeddings-based,BERTScore,repeated_sentence_0.7,0.5827633142471313,0.561194658279419
10,N-gram,Rouge1,repeated_sentence_0.9,0.40263681071465945,0.03508114814758301
10,N-gram,Rouge2,repeated_sentence_0.9,0.4008372579801151,0.029188156127929688
10,Graph-based,AutoSummENG,repeated_sentence_0.9,0.918260,4.51604962348938
10,Graph-based,MeMoG,repeated_sentence_0.9,0.918260,4.51604962348938
10,Meta,NPowER,repeated_sentence_0.9,0.820430,4.51604962348938
10,Embeddings-based,BERTScore,repeated_sentence_0.9,0.5827633142471313,0.6019344329833984
10,N-gram,Rouge1,100_2,0.33237410071942447,0.005789518356323242
10,N-gram,Rouge2,100_2,0.08279337652987762,0.006013393402099609
10,Graph-based,AutoSummENG,100_2,0.155918,2.5372073650360107
10,Graph-based,MeMoG,100_2,0.155918,2.5372073650360107
10,Meta,NPowER,100_2,0.188007,2.5372073650360107
10,Embeddings-based,BERTScore,100_2,0.7119863033294678,0.326993465423584
10,N-gram,Rouge1,101_2,0.4556277056277056,0.009999752044677734
10,N-gram,Rouge2,101_2,0.12073632918245804,0.005312919616699219
10,Graph-based,AutoSummENG,101_2,0.287617,3.8824727535247803
10,Graph-based,MeMoG,101_2,0.287617,3.8824727535247803
10,Meta,NPowER,101_2,0.297261,3.8824727535247803
10,Embeddings-based,BERTScore,101_2,0.7722496390342712,0.4188988208770752
10,N-gram,Rouge1,102_2,0.3579265985622399,0.0069997310638427734
10,N-gram,Rouge2,102_2,0.13176826959485044,0.008352994918823242
10,Graph-based,AutoSummENG,102_2,0.244389,3.404878854751587
10,Graph-based,MeMoG,102_2,0.244389,3.404878854751587
10,Meta,NPowER,102_2,0.261400,3.404878854751587
10,Embeddings-based,BERTScore,102_2,0.7064958810806274,0.31462717056274414
10,N-gram,Rouge1,103_2,0.4720094284030642,0.020784378051757812
10,N-gram,Rouge2,103_2,0.13266509433962265,0.005769491195678711
10,Graph-based,AutoSummENG,103_2,0.226554,6.925070524215698
10,Graph-based,MeMoG,103_2,0.226554,6.925070524215698
10,Meta,NPowER,103_2,0.246605,6.925070524215698
10,Embeddings-based,BERTScore,103_2,0.760179877281189,0.5371799468994141
10,N-gram,Rouge1,105_2,0.48065296251511486,0.0
10,N-gram,Rouge2,105_2,0.1222020568663037,0.016831398010253906
10,Graph-based,AutoSummENG,105_2,0.293280,3.6132142543792725
10,Graph-based,MeMoG,105_2,0.293280,3.6132142543792725
10,Meta,NPowER,105_2,0.301959,3.6132142543792725
10,Embeddings-based,BERTScore,105_2,0.787438154220581,0.4418966770172119
10,N-gram,Rouge1,106_2,0.44212765957446803,0.014541149139404297
10,N-gram,Rouge2,106_2,0.1136653895274585,0.006342887878417969
10,Graph-based,AutoSummENG,106_2,0.248518,5.833216667175293
10,Graph-based,MeMoG,106_2,0.248518,5.833216667175293
10,Meta,NPowER,106_2,0.264825,5.833216667175293
10,Embeddings-based,BERTScore,106_2,0.7382051944732666,0.48708152770996094
10,N-gram,Rouge1,107_2,0.5215434083601287,0.0
10,N-gram,Rouge2,107_2,0.16409266409266407,0.020896196365356445
10,Graph-based,AutoSummENG,107_2,0.272544,3.5202605724334717
10,Graph-based,MeMoG,107_2,0.272544,3.5202605724334717
10,Meta,NPowER,107_2,0.284757,3.5202605724334717
10,Embeddings-based,BERTScore,107_2,0.7583842873573303,0.38016319274902344
10,N-gram,Rouge1,108_2,0.5164915709748351,0.010327577590942383
10,N-gram,Rouge2,108_2,0.15399657785382548,0.01051950454711914
10,Graph-based,AutoSummENG,108_2,0.282217,4.713976860046387
10,Graph-based,MeMoG,108_2,0.282217,4.713976860046387
10,Meta,NPowER,108_2,0.292782,4.713976860046387
10,Embeddings-based,BERTScore,108_2,0.6443765163421631,0.4316225051879883
10,N-gram,Rouge1,110_2,0.49253731343283585,0.0192563533782959
10,N-gram,Rouge2,110_2,0.13738178198108508,0.0027861595153808594
10,Graph-based,AutoSummENG,110_2,0.294008,4.6661248207092285
10,Graph-based,MeMoG,110_2,0.294008,4.6661248207092285
10,Meta,NPowER,110_2,0.302564,4.6661248207092285
10,Embeddings-based,BERTScore,110_2,0.7773524522781372,0.4461958408355713
10,N-gram,Rouge1,111_2,0.4145534729878721,0.000789642333984375
10,N-gram,Rouge2,111_2,0.14122839279146748,0.0
10,Graph-based,AutoSummENG,111_2,0.254757,3.3826723098754883
10,Graph-based,MeMoG,111_2,0.254757,3.3826723098754883
10,Meta,NPowER,111_2,0.270001,3.3826723098754883
10,Embeddings-based,BERTScore,111_2,0.6556088328361511,0.3585546016693115
100,N-gram,Rouge1,source,1.0,0.0
100,N-gram,Rouge2,source,1.0,0.0
100,Graph-based,AutoSummENG,source,1.000000,1.192505121231079
100,Graph-based,MeMoG,source,1.000000,1.192505121231079
100,Meta,NPowER,source,0.888240,1.192505121231079
100,Embeddings-based,BERTScore,source,1.0,0.15131688117980957
100,N-gram,Rouge1,consecutively_swapped_words_0.1,1.0,0.0
100,N-gram,Rouge2,consecutively_swapped_words_0.1,0.9584323040380047,0.0
100,Graph-based,AutoSummENG,consecutively_swapped_words_0.1,0.719951,1.2253196239471436
100,Graph-based,MeMoG,consecutively_swapped_words_0.1,0.719951,1.2253196239471436
100,Meta,NPowER,consecutively_swapped_words_0.1,0.655917,1.2253196239471436
100,Embeddings-based,BERTScore,consecutively_swapped_words_0.1,0.9915033578872681,0.23660612106323242
100,N-gram,Rouge1,consecutively_swapped_words_0.3,1.0,0.002805948257446289
100,N-gram,Rouge2,consecutively_swapped_words_0.3,0.9299287410926366,0.0029954910278320312
100,Graph-based,AutoSummENG,consecutively_swapped_words_0.3,0.684427,1.280496597290039
100,Graph-based,MeMoG,consecutively_swapped_words_0.3,0.684427,1.280496597290039
100,Meta,NPowER,consecutively_swapped_words_0.3,0.626447,1.280496597290039
100,Embeddings-based,BERTScore,consecutively_swapped_words_0.3,0.9726800918579102,0.2251574993133545
100,N-gram,Rouge1,consecutively_swapped_words_0.5,1.0,0.003068685531616211
100,N-gram,Rouge2,consecutively_swapped_words_0.5,0.8824228028503563,0.002000570297241211
100,Graph-based,AutoSummENG,consecutively_swapped_words_0.5,0.662041,1.2719416618347168
100,Graph-based,MeMoG,consecutively_swapped_words_0.5,0.662041,1.2719416618347168
100,Meta,NPowER,consecutively_swapped_words_0.5,0.607876,1.2719416618347168
100,Embeddings-based,BERTScore,consecutively_swapped_words_0.5,0.9543556571006775,0.20920801162719727
100,N-gram,Rouge1,consecutively_swapped_words_0.7,1.0,0.00333404541015625
100,N-gram,Rouge2,consecutively_swapped_words_0.7,0.846793349168646,0.0018472671508789062
100,Graph-based,AutoSummENG,consecutively_swapped_words_0.7,0.645786,1.317413091659546
100,Graph-based,MeMoG,consecutively_swapped_words_0.7,0.645786,1.317413091659546
100,Meta,NPowER,consecutively_swapped_words_0.7,0.594391,1.317413091659546
100,Embeddings-based,BERTScore,consecutively_swapped_words_0.7,0.9381703734397888,0.21423077583312988
100,N-gram,Rouge1,consecutively_swapped_words_0.9,1.0,0.0
100,N-gram,Rouge2,consecutively_swapped_words_0.9,0.828978622327791,0.0
100,Graph-based,AutoSummENG,consecutively_swapped_words_0.9,0.631577,1.3194334506988525
100,Graph-based,MeMoG,consecutively_swapped_words_0.9,0.631577,1.3194334506988525
100,Meta,NPowER,consecutively_swapped_words_0.9,0.582603,1.3194334506988525
100,Embeddings-based,BERTScore,consecutively_swapped_words_0.9,0.9215680956840515,0.19260621070861816
100,N-gram,Rouge1,deleted_words_0.1,0.940289126335638,0.015665769577026367
100,N-gram,Rouge2,deleted_words_0.1,0.9011957205789803,0.0
100,Graph-based,AutoSummENG,deleted_words_0.1,0.672246,1.1888628005981445
100,Graph-based,MeMoG,deleted_words_0.1,0.672246,1.1888628005981445
100,Meta,NPowER,deleted_words_0.1,0.616342,1.1888628005981445
100,Embeddings-based,BERTScore,deleted_words_0.1,0.8244622945785522,0.22827506065368652
100,N-gram,Rouge1,deleted_words_0.3,0.8067940552016986,0.0029973983764648438
100,N-gram,Rouge2,deleted_words_0.3,0.7172218284904324,0.0020003318786621094
100,Graph-based,AutoSummENG,deleted_words_0.3,0.504065,1.0522868633270264
100,Graph-based,MeMoG,deleted_words_0.3,0.504065,1.0522868633270264
100,Meta,NPowER,deleted_words_0.3,0.476823,1.0522868633270264
100,Embeddings-based,BERTScore,deleted_words_0.3,0.7619521021842957,0.21451377868652344
100,N-gram,Rouge1,deleted_words_0.5,0.6381260096930533,0.0012905597686767578
100,N-gram,Rouge2,deleted_words_0.5,0.5145631067961165,0.0
100,Graph-based,AutoSummENG,deleted_words_0.5,0.356804,0.9496169090270996
100,Graph-based,MeMoG,deleted_words_0.5,0.356804,0.9496169090270996
100,Meta,NPowER,deleted_words_0.5,0.354657,0.9496169090270996
100,Embeddings-based,BERTScore,deleted_words_0.5,0.7059861421585083,0.11718320846557617
100,N-gram,Rouge1,deleted_words_0.7,0.43744207599629287,0.016124248504638672
100,N-gram,Rouge2,deleted_words_0.7,0.33054781801299904,0.0007181167602539062
100,Graph-based,AutoSummENG,deleted_words_0.7,0.213428,0.7966091632843018
100,Graph-based,MeMoG,deleted_words_0.7,0.213428,0.7966091632843018
100,Meta,NPowER,deleted_words_0.7,0.235716,0.7966091632843018
100,Embeddings-based,BERTScore,deleted_words_0.7,0.6821053624153137,0.23667430877685547
100,N-gram,Rouge1,deleted_words_0.9,0.1513157894736842,0.0
100,N-gram,Rouge2,deleted_words_0.9,0.0879120879120879,0.0
100,Graph-based,AutoSummENG,deleted_words_0.9,0.069934,0.8315145969390869
100,Graph-based,MeMoG,deleted_words_0.9,0.069934,0.8315145969390869
100,Meta,NPowER,deleted_words_0.9,0.116676,0.8315145969390869
100,Embeddings-based,BERTScore,deleted_words_0.9,0.6655715703964233,0.21904492378234863
100,N-gram,Rouge1,inserted_sentence_0.1,0.9704690214244355,0.0
100,N-gram,Rouge2,inserted_sentence_0.1,0.9657971014492753,0.0
100,Graph-based,AutoSummENG,inserted_sentence_0.1,0.802041,1.3183705806732178
100,Graph-based,MeMoG,inserted_sentence_0.1,0.802041,1.3183705806732178
100,Meta,NPowER,inserted_sentence_0.1,0.724017,1.3183705806732178
100,Embeddings-based,BERTScore,inserted_sentence_0.1,0.6739792823791504,0.11249518394470215
100,N-gram,Rouge1,inserted_sentence_0.3,0.9342251950947603,0.0
100,N-gram,Rouge2,inserted_sentence_0.3,0.9296874999999999,0.0
100,Graph-based,AutoSummENG,inserted_sentence_0.3,0.666679,1.589595079421997
100,Graph-based,MeMoG,inserted_sentence_0.3,0.666679,1.589595079421997
100,Meta,NPowER,inserted_sentence_0.3,0.611724,1.589595079421997
100,Embeddings-based,BERTScore,inserted_sentence_0.3,0.6519366502761841,0.15671086311340332
100,N-gram,Rouge1,inserted_sentence_0.5,0.9055585536967081,0.01577615737915039
100,N-gram,Rouge2,inserted_sentence_0.5,0.9000540248514317,0.0
100,Graph-based,AutoSummENG,inserted_sentence_0.5,0.609697,1.6770620346069336
100,Graph-based,MeMoG,inserted_sentence_0.5,0.609697,1.6770620346069336
100,Meta,NPowER,inserted_sentence_0.5,0.564452,1.6770620346069336
100,Embeddings-based,BERTScore,inserted_sentence_0.5,0.6550187468528748,0.2335515022277832
100,N-gram,Rouge1,inserted_sentence_0.7,0.826600985221675,0.004078865051269531
100,N-gram,Rouge2,inserted_sentence_0.7,0.8214990138067062,0.003000020980834961
100,Graph-based,AutoSummENG,inserted_sentence_0.7,0.529898,1.8715181350708008
100,Graph-based,MeMoG,inserted_sentence_0.7,0.529898,1.8715181350708008
100,Meta,NPowER,inserted_sentence_0.7,0.498253,1.8715181350708008
100,Embeddings-based,BERTScore,inserted_sentence_0.7,0.660940945148468,0.3145287036895752
100,N-gram,Rouge1,inserted_sentence_0.9,0.796392975794969,0.0009996891021728516
100,N-gram,Rouge2,inserted_sentence_0.9,0.7914489311163896,0.0
100,Graph-based,AutoSummENG,inserted_sentence_0.9,0.472658,2.1923656463623047
100,Graph-based,MeMoG,inserted_sentence_0.9,0.472658,2.1923656463623047
100,Meta,NPowER,inserted_sentence_0.9,0.450767,2.1923656463623047
100,Embeddings-based,BERTScore,inserted_sentence_0.9,0.6675788760185242,0.28858423233032227
100,N-gram,Rouge1,randomly_swapped_words_0.1,1.0,0.0
100,N-gram,Rouge2,randomly_swapped_words_0.1,0.8705463182897862,0.0
100,Graph-based,AutoSummENG,randomly_swapped_words_0.1,0.711191,1.2359378337860107
100,Graph-based,MeMoG,randomly_swapped_words_0.1,0.711191,1.2359378337860107
100,Meta,NPowER,randomly_swapped_words_0.1,0.648650,1.2359378337860107
100,Embeddings-based,BERTScore,randomly_swapped_words_0.1,0.9418649673461914,0.2255711555480957
100,N-gram,Rouge1,randomly_swapped_words_0.3,1.0,0.0
100,N-gram,Rouge2,randomly_swapped_words_0.3,0.7256532066508313,0.006689310073852539
100,Graph-based,AutoSummENG,randomly_swapped_words_0.3,0.660076,1.2799866199493408
100,Graph-based,MeMoG,randomly_swapped_words_0.3,0.660076,1.2799866199493408
100,Meta,NPowER,randomly_swapped_words_0.3,0.606246,1.2799866199493408
100,Embeddings-based,BERTScore,randomly_swapped_words_0.3,0.8523487448692322,0.21587252616882324
100,N-gram,Rouge1,randomly_swapped_words_0.5,1.0,0.002003908157348633
100,N-gram,Rouge2,randomly_swapped_words_0.5,0.6187648456057007,0.0040051937103271484
100,Graph-based,AutoSummENG,randomly_swapped_words_0.5,0.615202,1.318976879119873
100,Graph-based,MeMoG,randomly_swapped_words_0.5,0.615202,1.318976879119873
100,Meta,NPowER,randomly_swapped_words_0.5,0.569019,1.318976879119873
100,Embeddings-based,BERTScore,randomly_swapped_words_0.5,0.7769806385040283,0.15433406829833984
100,N-gram,Rouge1,randomly_swapped_words_0.7,1.0,0.002772808074951172
100,N-gram,Rouge2,randomly_swapped_words_0.7,0.5855106888361045,0.0005948543548583984
100,Graph-based,AutoSummENG,randomly_swapped_words_0.7,0.590908,1.3245952129364014
100,Graph-based,MeMoG,randomly_swapped_words_0.7,0.590908,1.3245952129364014
100,Meta,NPowER,randomly_swapped_words_0.7,0.548865,1.3245952129364014
100,Embeddings-based,BERTScore,randomly_swapped_words_0.7,0.7389057874679565,0.2304680347442627
100,N-gram,Rouge1,randomly_swapped_words_0.9,1.0,0.01692509651184082
100,N-gram,Rouge2,randomly_swapped_words_0.9,0.5439429928741093,0.0030045509338378906
100,Graph-based,AutoSummENG,randomly_swapped_words_0.9,0.580289,1.3331174850463867
100,Graph-based,MeMoG,randomly_swapped_words_0.9,0.580289,1.3331174850463867
100,Meta,NPowER,randomly_swapped_words_0.9,0.540056,1.3331174850463867
100,Embeddings-based,BERTScore,randomly_swapped_words_0.9,0.6934219598770142,0.21116900444030762
100,N-gram,Rouge1,removed_sentence_0.1,0.8968668407310705,0.015650510787963867
100,N-gram,Rouge2,removed_sentence_0.1,0.8836601307189542,0.0
100,Graph-based,AutoSummENG,removed_sentence_0.1,0.823070,1.1871848106384277
100,Graph-based,MeMoG,removed_sentence_0.1,0.823070,1.1871848106384277
100,Meta,NPowER,removed_sentence_0.1,0.741462,1.1871848106384277
100,Embeddings-based,BERTScore,removed_sentence_0.1,0.8397349715232849,0.16201424598693848
100,N-gram,Rouge1,removed_sentence_0.3,0.8479890933878663,0.003000020980834961
100,N-gram,Rouge2,removed_sentence_0.3,0.8245733788395904,0.0030002593994140625
100,Graph-based,AutoSummENG,removed_sentence_0.3,0.682298,1.0990922451019287
100,Graph-based,MeMoG,removed_sentence_0.3,0.682298,1.0990922451019287
100,Meta,NPowER,removed_sentence_0.3,0.624681,1.0990922451019287
100,Embeddings-based,BERTScore,removed_sentence_0.3,0.8374974727630615,0.27462100982666016
100,N-gram,Rouge1,removed_sentence_0.5,0.6175266175266175,0.0020003318786621094
100,N-gram,Rouge2,removed_sentence_0.5,0.593929450369155,0.0019998550415039062
100,Graph-based,AutoSummENG,removed_sentence_0.5,0.475090,0.9367249011993408
100,Graph-based,MeMoG,removed_sentence_0.5,0.475090,0.9367249011993408
100,Meta,NPowER,removed_sentence_0.5,0.452785,0.9367249011993408
100,Embeddings-based,BERTScore,removed_sentence_0.5,0.7529789209365845,0.2490837574005127
100,N-gram,Rouge1,removed_sentence_0.7,0.38159156279961653,0.0
100,N-gram,Rouge2,removed_sentence_0.7,0.3573487031700288,0.0
100,Graph-based,AutoSummENG,removed_sentence_0.7,0.313060,0.8306553363800049
100,Graph-based,MeMoG,removed_sentence_0.7,0.313060,0.8306553363800049
100,Meta,NPowER,removed_sentence_0.7,0.318368,0.8306553363800049
100,Embeddings-based,BERTScore,removed_sentence_0.7,0.6637980937957764,0.21938109397888184
100,N-gram,Rouge1,removed_sentence_0.9,0.19871794871794873,0.016109228134155273
100,N-gram,Rouge2,removed_sentence_0.9,0.18629550321199145,0.0005526542663574219
100,Graph-based,AutoSummENG,removed_sentence_0.9,0.126640,0.7326531410217285
100,Graph-based,MeMoG,removed_sentence_0.9,0.126640,0.7326531410217285
100,Meta,NPowER,removed_sentence_0.9,0.163718,0.7326531410217285
100,Embeddings-based,BERTScore,removed_sentence_0.9,0.6508843302726746,0.11740422248840332
100,N-gram,Rouge1,repeated_sentence_0.1,0.9829712272460365,0.0
100,N-gram,Rouge2,repeated_sentence_0.1,0.9794238683127572,0.0
100,Graph-based,AutoSummENG,repeated_sentence_0.1,0.934274,1.3364388942718506
100,Graph-based,MeMoG,repeated_sentence_0.1,0.934274,1.3364388942718506
100,Meta,NPowER,repeated_sentence_0.1,0.833715,1.3364388942718506
100,Embeddings-based,BERTScore,repeated_sentence_0.1,0.5541855692863464,0.24646782875061035
100,N-gram,Rouge1,repeated_sentence_0.3,0.9604130808950087,0.0009992122650146484
100,N-gram,Rouge2,repeated_sentence_0.3,0.9569213095921884,0.0
100,Graph-based,AutoSummENG,repeated_sentence_0.3,0.932567,1.352541208267212
100,Graph-based,MeMoG,repeated_sentence_0.3,0.932567,1.352541208267212
100,Meta,NPowER,repeated_sentence_0.3,0.832299,1.352541208267212
100,Embeddings-based,BERTScore,repeated_sentence_0.3,0.5541855692863464,0.2111830711364746
100,N-gram,Rouge1,repeated_sentence_0.5,0.9388670779584969,0.0
100,N-gram,Rouge2,repeated_sentence_0.5,0.93542953396968,0.015941619873046875
100,Graph-based,AutoSummENG,repeated_sentence_0.5,0.932039,1.2536275386810303
100,Graph-based,MeMoG,repeated_sentence_0.5,0.932039,1.2536275386810303
100,Meta,NPowER,repeated_sentence_0.5,0.831861,1.2536275386810303
100,Embeddings-based,BERTScore,repeated_sentence_0.5,0.5541855692863464,0.1666576862335205
100,N-gram,Rouge1,repeated_sentence_0.7,0.9182665935271531,0.015657901763916016
100,N-gram,Rouge2,repeated_sentence_0.7,0.914881933003844,0.0
100,Graph-based,AutoSummENG,repeated_sentence_0.7,0.931764,1.317511796951294
100,Graph-based,MeMoG,repeated_sentence_0.7,0.931764,1.317511796951294
100,Meta,NPowER,repeated_sentence_0.7,0.831633,1.317511796951294
100,Embeddings-based,BERTScore,repeated_sentence_0.7,0.5541855692863464,0.2620699405670166
100,N-gram,Rouge1,repeated_sentence_0.9,0.8985507246376812,0.0
100,N-gram,Rouge2,repeated_sentence_0.9,0.8952176249328317,0.0
100,Graph-based,AutoSummENG,repeated_sentence_0.9,0.931590,1.3051204681396484
100,Graph-based,MeMoG,repeated_sentence_0.9,0.931590,1.3051204681396484
100,Meta,NPowER,repeated_sentence_0.9,0.831488,1.3051204681396484
100,Embeddings-based,BERTScore,repeated_sentence_0.9,0.5541855692863464,0.248793363571167
100,N-gram,Rouge1,101_2,0.3520368946963874,0.009664297103881836
100,N-gram,Rouge2,101_2,0.08,0.0049741268157958984
100,Graph-based,AutoSummENG,101_2,0.173124,2.5271618366241455
100,Graph-based,MeMoG,101_2,0.173124,2.5271618366241455
100,Meta,NPowER,101_2,0.202280,2.5271618366241455
100,Embeddings-based,BERTScore,101_2,0.7009443640708923,0.30834531784057617
100,N-gram,Rouge1,102_2,0.4092963202065849,0.015696287155151367
100,N-gram,Rouge2,102_2,0.13703943115707823,0.0
100,Graph-based,AutoSummENG,102_2,0.214366,1.9190952777862549
100,Graph-based,MeMoG,102_2,0.214366,1.9190952777862549
100,Meta,NPowER,102_2,0.236494,1.9190952777862549
100,Embeddings-based,BERTScore,102_2,0.6976821422576904,0.28073930740356445
100,N-gram,Rouge1,103_2,0.36434782608695654,0.018390178680419922
100,N-gram,Rouge2,103_2,0.10095735422106178,0.003215789794921875
100,Graph-based,AutoSummENG,103_2,0.098463,5.482450485229492
100,Graph-based,MeMoG,103_2,0.098463,5.482450485229492
100,Meta,NPowER,103_2,0.140343,5.482450485229492
100,Embeddings-based,BERTScore,103_2,0.7318500280380249,0.44008469581604004
100,N-gram,Rouge1,105_2,0.42366757000903343,0.005598545074462891
100,N-gram,Rouge2,105_2,0.08047016274864376,0.003744363784790039
100,Graph-based,AutoSummENG,105_2,0.180204,2.3062641620635986
100,Graph-based,MeMoG,105_2,0.180204,2.3062641620635986
100,Meta,NPowER,105_2,0.208154,2.3062641620635986
100,Embeddings-based,BERTScore,105_2,0.7055458426475525,0.30066847801208496
100,N-gram,Rouge1,106_2,0.27287853577371046,0.02378559112548828
100,N-gram,Rouge2,106_2,0.06437291897891231,0.011752843856811523
100,Graph-based,AutoSummENG,106_2,0.111420,4.360135555267334
100,Graph-based,MeMoG,106_2,0.111420,4.360135555267334
100,Meta,NPowER,106_2,0.151092,4.360135555267334
100,Embeddings-based,BERTScore,106_2,0.7348875403404236,0.482377290725708
100,N-gram,Rouge1,107_2,0.4216269841269841,0.0
