source_doc,type,method,variant,score
103,Graph-based,MeMoG,107_1,0.382093
103,Graph-based,NPowER,107_1,0.375637
103,Embeddings-based,BERTScore,107_1,0.7767041325569153
103,N-gram,Rouge1,108_1,0.27586206896551724
103,N-gram,Rouge2,108_1,0.14814814814814814
103,Graph-based,AutoSummENG,108_1,0.502202
103,Graph-based,MeMoG,108_1,0.502202
103,Graph-based,NPowER,108_1,0.475277
103,Embeddings-based,BERTScore,108_1,0.8354522585868835
103,N-gram,Rouge1,10_1,0.28571428571428575
103,N-gram,Rouge2,10_1,0.0
103,Graph-based,AutoSummENG,10_1,0.425381
103,Graph-based,MeMoG,10_1,0.425381
103,Graph-based,NPowER,10_1,0.411547
103,Embeddings-based,BERTScore,10_1,0.8103693127632141
103,N-gram,Rouge1,110_1,0.2
103,N-gram,Rouge2,110_1,0.0
103,Graph-based,AutoSummENG,110_1,0.351096
103,Graph-based,MeMoG,110_1,0.351096
103,Graph-based,NPowER,110_1,0.349922
103,Embeddings-based,BERTScore,110_1,0.7721901535987854
103,N-gram,Rouge1,111_1,0.4
103,N-gram,Rouge2,111_1,0.21428571428571427
103,Graph-based,AutoSummENG,111_1,0.427648
103,Graph-based,MeMoG,111_1,0.427648
103,Graph-based,NPowER,111_1,0.413428
103,Embeddings-based,BERTScore,111_1,0.7557879090309143
105,N-gram,Rouge1,source,1.0
105,N-gram,Rouge2,source,1.0
105,Graph-based,AutoSummENG,source,1.000000
105,Graph-based,MeMoG,source,1.000000
105,Graph-based,NPowER,source,0.888240
105,Embeddings-based,BERTScore,source,1.0
105,N-gram,Rouge1,deleted_words,1.0
105,N-gram,Rouge2,deleted_words,1.0
105,Graph-based,AutoSummENG,deleted_words,0.846230
105,Graph-based,MeMoG,deleted_words,0.846230
105,Graph-based,NPowER,deleted_words,0.760676
105,Embeddings-based,BERTScore,deleted_words,0.9565659165382385
105,N-gram,Rouge1,inserted_sentence,0.8484848484848485
105,N-gram,Rouge2,inserted_sentence,0.7741935483870969
105,Graph-based,AutoSummENG,inserted_sentence,0.933190
105,Graph-based,MeMoG,inserted_sentence,0.933190
105,Graph-based,NPowER,inserted_sentence,0.832816
105,Embeddings-based,BERTScore,inserted_sentence,0.9679419994354248
105,N-gram,Rouge1,removed_sentence,0.8000000000000002
105,N-gram,Rouge2,removed_sentence,0.7142857142857143
105,Graph-based,AutoSummENG,removed_sentence,0.862343
105,Graph-based,MeMoG,removed_sentence,0.862343
105,Graph-based,NPowER,removed_sentence,0.774042
105,Embeddings-based,BERTScore,removed_sentence,0.9679419994354248
105,N-gram,Rouge1,repeated_sentence,0.8749999999999999
105,N-gram,Rouge2,repeated_sentence,0.7999999999999999
105,Graph-based,AutoSummENG,repeated_sentence,0.813658
105,Graph-based,MeMoG,repeated_sentence,0.813658
105,Graph-based,NPowER,repeated_sentence,0.733654
105,Embeddings-based,BERTScore,repeated_sentence,0.9679419994354248
105,N-gram,Rouge1,shuffled_words,1.0
105,N-gram,Rouge2,shuffled_words,0.375
105,Graph-based,AutoSummENG,shuffled_words,0.705302
105,Graph-based,MeMoG,shuffled_words,0.705302
105,Graph-based,NPowER,shuffled_words,0.643764
105,Embeddings-based,BERTScore,shuffled_words,0.7676815390586853
105,N-gram,Rouge1,100_1,0.25
105,N-gram,Rouge2,100_1,0.0
105,Graph-based,AutoSummENG,100_1,0.436362
105,Graph-based,MeMoG,100_1,0.436362
105,Graph-based,NPowER,100_1,0.420657
105,Embeddings-based,BERTScore,100_1,0.7975803017616272
105,N-gram,Rouge1,101_1,0.27586206896551724
105,N-gram,Rouge2,101_1,0.0
105,Graph-based,AutoSummENG,101_1,0.464591
105,Graph-based,MeMoG,101_1,0.464591
105,Graph-based,NPowER,101_1,0.444076
105,Embeddings-based,BERTScore,101_1,0.8486160039901733
105,N-gram,Rouge1,102_1,0.42424242424242425
105,N-gram,Rouge2,102_1,0.19354838709677422
105,Graph-based,AutoSummENG,102_1,0.422733
105,Graph-based,MeMoG,102_1,0.422733
105,Graph-based,NPowER,102_1,0.409351
105,Embeddings-based,BERTScore,102_1,0.7896089553833008
105,N-gram,Rouge1,103_1,0.3448275862068966
105,N-gram,Rouge2,103_1,0.2222222222222222
105,Graph-based,AutoSummENG,103_1,0.402711
105,Graph-based,MeMoG,103_1,0.402711
105,Graph-based,NPowER,103_1,0.392741
105,Embeddings-based,BERTScore,103_1,0.8227034211158752
105,N-gram,Rouge1,106_1,0.3636363636363636
105,N-gram,Rouge2,106_1,0.19354838709677422
105,Graph-based,AutoSummENG,106_1,0.391622
105,Graph-based,MeMoG,106_1,0.391622
105,Graph-based,NPowER,106_1,0.383542
105,Embeddings-based,BERTScore,106_1,0.7903621196746826
105,N-gram,Rouge1,107_1,0.33333333333333337
105,N-gram,Rouge2,107_1,0.17647058823529413
105,Graph-based,AutoSummENG,107_1,0.304555
105,Graph-based,MeMoG,107_1,0.304555
105,Graph-based,NPowER,107_1,0.311313
105,Embeddings-based,BERTScore,107_1,0.7677309513092041
105,N-gram,Rouge1,108_1,0.35294117647058826
105,N-gram,Rouge2,108_1,0.1875
105,Graph-based,AutoSummENG,108_1,0.540362
105,Graph-based,MeMoG,108_1,0.540362
105,Graph-based,NPowER,108_1,0.506933
105,Embeddings-based,BERTScore,108_1,0.8780876994132996
105,N-gram,Rouge1,10_1,0.3846153846153846
105,N-gram,Rouge2,10_1,0.16666666666666666
105,Graph-based,AutoSummENG,10_1,0.503210
105,Graph-based,MeMoG,10_1,0.503210
105,Graph-based,NPowER,10_1,0.476113
105,Embeddings-based,BERTScore,10_1,0.8513941168785095
105,N-gram,Rouge1,110_1,0.28571428571428575
105,N-gram,Rouge2,110_1,0.12121212121212122
105,Graph-based,AutoSummENG,110_1,0.394328
105,Graph-based,MeMoG,110_1,0.394328
105,Graph-based,NPowER,110_1,0.385787
105,Embeddings-based,BERTScore,110_1,0.8036940097808838
105,N-gram,Rouge1,111_1,0.39999999999999997
105,N-gram,Rouge2,111_1,0.12121212121212122
105,Graph-based,AutoSummENG,111_1,0.524567
105,Graph-based,MeMoG,111_1,0.524567
105,Graph-based,NPowER,111_1,0.493830
105,Embeddings-based,BERTScore,111_1,0.8023238778114319
106,N-gram,Rouge1,source,1.0
106,N-gram,Rouge2,source,1.0
106,Graph-based,AutoSummENG,source,1.000000
106,Graph-based,MeMoG,source,1.000000
106,Graph-based,NPowER,source,0.888240
106,Embeddings-based,BERTScore,source,1.0
106,N-gram,Rouge1,deleted_words,0.8148148148148148
106,N-gram,Rouge2,deleted_words,0.7200000000000001
106,Graph-based,AutoSummENG,deleted_words,0.822475
106,Graph-based,MeMoG,deleted_words,0.822475
106,Graph-based,NPowER,deleted_words,0.740969
106,Embeddings-based,BERTScore,deleted_words,0.9466672539710999
106,N-gram,Rouge1,inserted_sentence,0.7272727272727272
106,N-gram,Rouge2,inserted_sentence,0.5806451612903225
106,Graph-based,AutoSummENG,inserted_sentence,0.861377
106,Graph-based,MeMoG,inserted_sentence,0.861377
106,Graph-based,NPowER,inserted_sentence,0.773241
106,Embeddings-based,BERTScore,inserted_sentence,0.9538125395774841
106,N-gram,Rouge1,removed_sentence,0.7586206896551724
106,N-gram,Rouge2,removed_sentence,0.5925925925925926
106,Graph-based,AutoSummENG,removed_sentence,0.915509
106,Graph-based,MeMoG,removed_sentence,0.915509
106,Graph-based,NPowER,removed_sentence,0.818148
106,Embeddings-based,BERTScore,removed_sentence,0.9367489814758301
106,N-gram,Rouge1,repeated_sentence,0.7999999999999999
106,N-gram,Rouge2,repeated_sentence,0.6428571428571429
106,Graph-based,AutoSummENG,repeated_sentence,0.934611
106,Graph-based,MeMoG,repeated_sentence,0.934611
106,Graph-based,NPowER,repeated_sentence,0.833994
106,Embeddings-based,BERTScore,repeated_sentence,0.9546844959259033
106,N-gram,Rouge1,shuffled_words,1.0
106,N-gram,Rouge2,shuffled_words,0.5333333333333333
106,Graph-based,AutoSummENG,shuffled_words,0.740495
106,Graph-based,MeMoG,shuffled_words,0.740495
106,Graph-based,NPowER,shuffled_words,0.672960
106,Embeddings-based,BERTScore,shuffled_words,0.7885463237762451
106,N-gram,Rouge1,100_1,0.34782608695652173
106,N-gram,Rouge2,100_1,0.0
106,Graph-based,AutoSummENG,100_1,0.481331
106,Graph-based,MeMoG,100_1,0.481331
106,Graph-based,NPowER,100_1,0.457963
106,Embeddings-based,BERTScore,100_1,0.808080792427063
106,N-gram,Rouge1,101_1,0.42857142857142855
106,N-gram,Rouge2,101_1,0.15384615384615383
106,Graph-based,AutoSummENG,101_1,0.437536
106,Graph-based,MeMoG,101_1,0.437536
106,Graph-based,NPowER,101_1,0.421631
106,Embeddings-based,BERTScore,101_1,0.7894707322120667
106,N-gram,Rouge1,102_1,0.4375
106,N-gram,Rouge2,102_1,0.26666666666666666
106,Graph-based,AutoSummENG,102_1,0.427755
106,Graph-based,MeMoG,102_1,0.427755
106,Graph-based,NPowER,102_1,0.413517
106,Embeddings-based,BERTScore,102_1,0.7506594657897949
106,N-gram,Rouge1,103_1,0.35714285714285715
106,N-gram,Rouge2,103_1,0.15384615384615383
106,Graph-based,AutoSummENG,103_1,0.519146
106,Graph-based,MeMoG,103_1,0.519146
106,Graph-based,NPowER,103_1,0.489333
106,Embeddings-based,BERTScore,103_1,0.8374882340431213
106,N-gram,Rouge1,105_1,0.3636363636363636
106,N-gram,Rouge2,105_1,0.19354838709677422
106,Graph-based,AutoSummENG,105_1,0.391622
106,Graph-based,MeMoG,105_1,0.391622
106,Graph-based,NPowER,105_1,0.383542
106,Embeddings-based,BERTScore,105_1,0.7903621196746826
106,N-gram,Rouge1,107_1,0.5142857142857142
106,N-gram,Rouge2,107_1,0.303030303030303
106,Graph-based,AutoSummENG,107_1,0.424964
106,Graph-based,MeMoG,107_1,0.424964
106,Graph-based,NPowER,107_1,0.411201
106,Embeddings-based,BERTScore,107_1,0.8043646216392517
106,N-gram,Rouge1,108_1,0.5454545454545455
106,N-gram,Rouge2,108_1,0.3225806451612903
106,Graph-based,AutoSummENG,108_1,0.460211
106,Graph-based,MeMoG,108_1,0.460211
106,Graph-based,NPowER,108_1,0.440442
106,Embeddings-based,BERTScore,108_1,0.7995367050170898
106,N-gram,Rouge1,10_1,0.56
106,N-gram,Rouge2,10_1,0.26086956521739135
106,Graph-based,AutoSummENG,10_1,0.457877
106,Graph-based,MeMoG,10_1,0.457877
106,Graph-based,NPowER,10_1,0.438505
106,Embeddings-based,BERTScore,10_1,0.792080819606781
106,N-gram,Rouge1,110_1,0.411764705882353
106,N-gram,Rouge2,110_1,0.125
106,Graph-based,AutoSummENG,110_1,0.358564
106,Graph-based,MeMoG,110_1,0.358564
106,Graph-based,NPowER,110_1,0.356118
106,Embeddings-based,BERTScore,110_1,0.7408429384231567
106,N-gram,Rouge1,111_1,0.5294117647058824
106,N-gram,Rouge2,111_1,0.3125
106,Graph-based,AutoSummENG,111_1,0.425917
106,Graph-based,MeMoG,111_1,0.425917
106,Graph-based,NPowER,111_1,0.411992
106,Embeddings-based,BERTScore,111_1,0.7236990332603455
107,N-gram,Rouge1,source,1.0
107,N-gram,Rouge2,source,1.0
107,Graph-based,AutoSummENG,source,1.000000
107,Graph-based,MeMoG,source,1.000000
107,Graph-based,NPowER,source,0.888240
107,Embeddings-based,BERTScore,source,1.0
107,N-gram,Rouge1,deleted_words,0.972972972972973
107,N-gram,Rouge2,deleted_words,0.9142857142857143
107,Graph-based,AutoSummENG,deleted_words,0.840143
107,Graph-based,MeMoG,deleted_words,0.840143
107,Graph-based,NPowER,deleted_words,0.755626
107,Embeddings-based,BERTScore,deleted_words,0.8913787603378296
107,N-gram,Rouge1,inserted_sentence,1.0
107,N-gram,Rouge2,inserted_sentence,1.0
107,Graph-based,AutoSummENG,inserted_sentence,0.936560
107,Graph-based,MeMoG,inserted_sentence,0.936560
107,Graph-based,NPowER,inserted_sentence,0.835612
107,Embeddings-based,BERTScore,inserted_sentence,0.8914856910705566
107,N-gram,Rouge1,removed_sentence,1.0
107,N-gram,Rouge2,removed_sentence,1.0
107,Graph-based,AutoSummENG,removed_sentence,0.933666
107,Graph-based,MeMoG,removed_sentence,0.933666
107,Graph-based,NPowER,removed_sentence,0.833211
107,Embeddings-based,BERTScore,removed_sentence,0.8982248306274414
107,N-gram,Rouge1,repeated_sentence,0.6551724137931034
107,N-gram,Rouge2,repeated_sentence,0.6428571428571429
107,Graph-based,AutoSummENG,repeated_sentence,0.812679
107,Graph-based,MeMoG,repeated_sentence,0.812679
107,Graph-based,NPowER,repeated_sentence,0.732843
107,Embeddings-based,BERTScore,repeated_sentence,0.9195204377174377
107,N-gram,Rouge1,shuffled_words,1.0
107,N-gram,Rouge2,shuffled_words,0.3333333333333333
107,Graph-based,AutoSummENG,shuffled_words,0.732390
107,Graph-based,MeMoG,shuffled_words,0.732390
107,Graph-based,NPowER,shuffled_words,0.666236
107,Embeddings-based,BERTScore,shuffled_words,0.7943670153617859
107,N-gram,Rouge1,100_1,0.3846153846153846
107,N-gram,Rouge2,100_1,0.16666666666666666
107,Graph-based,AutoSummENG,100_1,0.396677
107,Graph-based,MeMoG,100_1,0.396677
107,Graph-based,NPowER,100_1,0.387736
107,Embeddings-based,BERTScore,100_1,0.770180344581604
107,N-gram,Rouge1,101_1,0.6451612903225806
107,N-gram,Rouge2,101_1,0.20689655172413793
107,Graph-based,AutoSummENG,101_1,0.375666
107,Graph-based,MeMoG,101_1,0.375666
107,Graph-based,NPowER,101_1,0.370305
107,Embeddings-based,BERTScore,101_1,0.7775015234947205
107,N-gram,Rouge1,102_1,0.5142857142857142
107,N-gram,Rouge2,102_1,0.303030303030303
107,Graph-based,AutoSummENG,102_1,0.379509
107,Graph-based,MeMoG,102_1,0.379509
107,Graph-based,NPowER,102_1,0.373493
107,Embeddings-based,BERTScore,102_1,0.7556107044219971
107,N-gram,Rouge1,103_1,0.2580645161290323
107,N-gram,Rouge2,103_1,0.13793103448275862
107,Graph-based,AutoSummENG,103_1,0.382093
107,Graph-based,MeMoG,103_1,0.382093
107,Graph-based,NPowER,103_1,0.375637
107,Embeddings-based,BERTScore,103_1,0.7767040133476257
107,N-gram,Rouge1,105_1,0.33333333333333337
107,N-gram,Rouge2,105_1,0.17647058823529413
107,Graph-based,AutoSummENG,105_1,0.304555
107,Graph-based,MeMoG,105_1,0.304555
107,Graph-based,NPowER,105_1,0.311313
107,Embeddings-based,BERTScore,105_1,0.7677308320999146
107,N-gram,Rouge1,106_1,0.5142857142857142
107,N-gram,Rouge2,106_1,0.303030303030303
107,Graph-based,AutoSummENG,106_1,0.424964
107,Graph-based,MeMoG,106_1,0.424964
107,Graph-based,NPowER,106_1,0.411201
107,Embeddings-based,BERTScore,106_1,0.8043646216392517
107,N-gram,Rouge1,108_1,0.5555555555555555
107,N-gram,Rouge2,108_1,0.411764705882353
107,Graph-based,AutoSummENG,108_1,0.371425
107,Graph-based,MeMoG,108_1,0.371425
107,Graph-based,NPowER,108_1,0.366787
107,Embeddings-based,BERTScore,108_1,0.7725407481193542
107,N-gram,Rouge1,10_1,0.5714285714285714
107,N-gram,Rouge2,10_1,0.30769230769230765
107,Graph-based,AutoSummENG,10_1,0.360789
107,Graph-based,MeMoG,10_1,0.360789
107,Graph-based,NPowER,10_1,0.357963
107,Embeddings-based,BERTScore,10_1,0.7693515419960022
107,N-gram,Rouge1,110_1,0.43243243243243246
107,N-gram,Rouge2,110_1,0.22857142857142856
107,Graph-based,AutoSummENG,110_1,0.245564
107,Graph-based,MeMoG,110_1,0.245564
107,Graph-based,NPowER,110_1,0.262375
107,Embeddings-based,BERTScore,110_1,0.7271820306777954
107,N-gram,Rouge1,111_1,0.5405405405405405
107,N-gram,Rouge2,111_1,0.28571428571428575
107,Graph-based,AutoSummENG,111_1,0.338766
107,Graph-based,MeMoG,111_1,0.338766
107,Graph-based,NPowER,111_1,0.339694
107,Embeddings-based,BERTScore,111_1,0.7299777269363403
108,N-gram,Rouge1,source,1.0
108,N-gram,Rouge2,source,1.0
108,Graph-based,AutoSummENG,source,1.000000
108,Graph-based,MeMoG,source,1.000000
108,Graph-based,NPowER,source,0.888240
108,Embeddings-based,BERTScore,source,1.0
108,N-gram,Rouge1,deleted_words,1.0
108,N-gram,Rouge2,deleted_words,1.0
108,Graph-based,AutoSummENG,deleted_words,0.848560
108,Graph-based,MeMoG,deleted_words,0.848560
108,Graph-based,NPowER,deleted_words,0.762608
108,Embeddings-based,BERTScore,deleted_words,0.9731667637825012
108,N-gram,Rouge1,inserted_sentence,0.9444444444444444
108,N-gram,Rouge2,inserted_sentence,0.9411764705882353
108,Graph-based,AutoSummENG,inserted_sentence,0.894065
108,Graph-based,MeMoG,inserted_sentence,0.894065
108,Graph-based,NPowER,inserted_sentence,0.800358
108,Embeddings-based,BERTScore,inserted_sentence,0.9793710708618164
108,N-gram,Rouge1,removed_sentence,1.0
108,N-gram,Rouge2,removed_sentence,1.0
108,Graph-based,AutoSummENG,removed_sentence,0.961627
108,Graph-based,MeMoG,removed_sentence,0.961627
108,Graph-based,NPowER,removed_sentence,0.856406
108,Embeddings-based,BERTScore,removed_sentence,0.9648272395133972
108,N-gram,Rouge1,repeated_sentence,1.0
108,N-gram,Rouge2,repeated_sentence,1.0
108,Graph-based,AutoSummENG,repeated_sentence,0.864304
108,Graph-based,MeMoG,repeated_sentence,0.864304
108,Graph-based,NPowER,repeated_sentence,0.775669
108,Embeddings-based,BERTScore,repeated_sentence,0.9793710708618164
108,N-gram,Rouge1,shuffled_words,1.0
108,N-gram,Rouge2,shuffled_words,0.375
108,Graph-based,AutoSummENG,shuffled_words,0.701297
108,Graph-based,MeMoG,shuffled_words,0.701297
108,Graph-based,NPowER,shuffled_words,0.640442
108,Embeddings-based,BERTScore,shuffled_words,0.7791731953620911
108,N-gram,Rouge1,100_1,0.4166666666666667
108,N-gram,Rouge2,100_1,0.18181818181818182
108,Graph-based,AutoSummENG,100_1,0.505942
108,Graph-based,MeMoG,100_1,0.505942
108,Graph-based,NPowER,100_1,0.478380
108,Embeddings-based,BERTScore,100_1,0.8013699054718018
108,N-gram,Rouge1,101_1,0.4827586206896552
108,N-gram,Rouge2,101_1,0.07407407407407407
108,Graph-based,AutoSummENG,101_1,0.529047
108,Graph-based,MeMoG,101_1,0.529047
108,Graph-based,NPowER,101_1,0.497547
108,Embeddings-based,BERTScore,101_1,0.8529992699623108
108,N-gram,Rouge1,102_1,0.48484848484848486
108,N-gram,Rouge2,102_1,0.3225806451612903
108,Graph-based,AutoSummENG,102_1,0.512180
108,Graph-based,MeMoG,102_1,0.512180
108,Graph-based,NPowER,102_1,0.483555
108,Embeddings-based,BERTScore,102_1,0.79754638671875
108,N-gram,Rouge1,103_1,0.27586206896551724
108,N-gram,Rouge2,103_1,0.14814814814814814
108,Graph-based,AutoSummENG,103_1,0.502202
108,Graph-based,MeMoG,103_1,0.502202
108,Graph-based,NPowER,103_1,0.475277
108,Embeddings-based,BERTScore,103_1,0.8354522585868835
108,N-gram,Rouge1,105_1,0.35294117647058826
108,N-gram,Rouge2,105_1,0.1875
108,Graph-based,AutoSummENG,105_1,0.540362
108,Graph-based,MeMoG,105_1,0.540362
108,Graph-based,NPowER,105_1,0.506933
108,Embeddings-based,BERTScore,105_1,0.8780876994132996
108,N-gram,Rouge1,106_1,0.5454545454545455
108,N-gram,Rouge2,106_1,0.3225806451612903
108,Graph-based,AutoSummENG,106_1,0.460211
108,Graph-based,MeMoG,106_1,0.460211
108,Graph-based,NPowER,106_1,0.440442
108,Embeddings-based,BERTScore,106_1,0.7995367050170898
108,N-gram,Rouge1,107_1,0.5555555555555555
108,N-gram,Rouge2,107_1,0.411764705882353
108,Graph-based,AutoSummENG,107_1,0.371425
108,Graph-based,MeMoG,107_1,0.371425
108,Graph-based,NPowER,107_1,0.366787
108,Embeddings-based,BERTScore,107_1,0.7725407481193542
108,N-gram,Rouge1,10_1,0.6153846153846153
108,N-gram,Rouge2,10_1,0.3333333333333333
108,Graph-based,AutoSummENG,10_1,0.506719
108,Graph-based,MeMoG,10_1,0.506719
108,Graph-based,NPowER,10_1,0.479024
108,Embeddings-based,BERTScore,10_1,0.8451668620109558
108,N-gram,Rouge1,110_1,0.45714285714285713
108,N-gram,Rouge2,110_1,0.24242424242424243
108,Graph-based,AutoSummENG,110_1,0.378286
108,Graph-based,MeMoG,110_1,0.378286
108,Graph-based,NPowER,110_1,0.372479
108,Embeddings-based,BERTScore,110_1,0.801154613494873
108,N-gram,Rouge1,111_1,0.5714285714285715
108,N-gram,Rouge2,111_1,0.30303030303030304
108,Graph-based,AutoSummENG,111_1,0.585776
108,Graph-based,MeMoG,111_1,0.585776
108,Graph-based,NPowER,111_1,0.544608
108,Embeddings-based,BERTScore,111_1,0.8136425018310547
