source_doc,eval_type,eval_method,variant,score,duration
2405,Model-based,FactCC,deleted_words_0.5,0.9668531,0.03036344051361084
2405,Model-based,FactCC,deleted_words_0.7,0.9999875,0.03036344051361084
2405,Model-based,FactCC,deleted_words_0.9,0.99993277,0.03036344051361084
2405,Model-based,FactCC,inserted_sentence_0.1,0.97723424,0.03036344051361084
2405,Model-based,FactCC,inserted_sentence_0.3,0.98893434,0.03036344051361084
2405,Model-based,FactCC,inserted_sentence_0.5,0.9967866,0.03036344051361084
2405,Model-based,FactCC,inserted_sentence_0.7,0.9829489,0.03036344051361084
2405,Model-based,FactCC,inserted_sentence_0.9,0.9968172,0.03036344051361084
2405,Model-based,FactCC,randomly_swapped_words_0.1,0.9998734,0.026839107275009155
2405,Model-based,FactCC,randomly_swapped_words_0.3,0.99993217,0.026839107275009155
2405,Model-based,FactCC,randomly_swapped_words_0.5,0.9989021,0.026839107275009155
2405,Model-based,FactCC,randomly_swapped_words_0.7,0.9992994,0.026839107275009155
2405,Model-based,FactCC,randomly_swapped_words_0.9,0.9989679,0.026839107275009155
2405,Model-based,FactCC,removed_sentence_0.1,0.9269128,0.026839107275009155
2405,Model-based,FactCC,removed_sentence_0.3,0.957024,0.026839107275009155
2405,Model-based,FactCC,removed_sentence_0.5,0.96216637,0.026839107275009155
2405,Model-based,FactCC,removed_sentence_0.7,0.8552705,0.03324514627456665
2405,Model-based,FactCC,removed_sentence_0.9,0.00020850998,0.03324514627456665
2405,Model-based,FactCC,repeated_sentence_0.1,0.00043832627,0.03324514627456665
2405,Model-based,FactCC,repeated_sentence_0.3,0.0047696736,0.03324514627456665
2405,Model-based,FactCC,repeated_sentence_0.5,0.01089513,0.03324514627456665
2405,Model-based,FactCC,repeated_sentence_0.7,0.01089513,0.03324514627456665
2405,Model-based,FactCC,repeated_sentence_0.9,0.01089513,0.03324514627456665
2405,Model-based,FactCC,10023_1,0.996637,0.03324514627456665
2405,Model-based,FactCC,10024_1,0.9778643,0.03697246313095093
2405,Model-based,FactCC,10025_1,0.98751104,0.03697246313095093
2405,Model-based,FactCC,10050_1,0.9899469,0.03697246313095093
2405,Model-based,FactCC,10051_1,0.9992945,0.03697246313095093
2405,Model-based,FactCC,10063_1,0.97268426,0.03697246313095093
2405,Model-based,FactCC,10064_1,0.98644817,0.03697246313095093
2405,Model-based,FactCC,10065_1,0.9946614,0.03697246313095093
2405,Model-based,FactCC,10066_1,0.9981352,0.03697246313095093
2405,Model-based,FactCC,10067_1,0.96336436,0.03280830383300781
21005,Model-based,FactCC,source,0.00025794297,0.03448435664176941
21005,Model-based,FactCC,consecutively_swapped_words_0.1,0.0020914876,0.03448435664176941
21005,Model-based,FactCC,consecutively_swapped_words_0.3,0.0026424746,0.03448435664176941
21005,Model-based,FactCC,consecutively_swapped_words_0.5,0.0057291817,0.03448435664176941
21005,Model-based,FactCC,consecutively_swapped_words_0.7,0.0103156045,0.03448435664176941
21005,Model-based,FactCC,consecutively_swapped_words_0.9,0.0056001176,0.03448435664176941
21005,Model-based,FactCC,deleted_words_0.1,0.0019337438,0.03448435664176941
21005,Model-based,FactCC,deleted_words_0.3,0.99976975,0.03448435664176941
21005,Model-based,FactCC,deleted_words_0.5,0.9992378,0.026499152183532715
21005,Model-based,FactCC,deleted_words_0.7,0.99964905,0.026499152183532715
21005,Model-based,FactCC,deleted_words_0.9,0.99998677,0.026499152183532715
21005,Model-based,FactCC,inserted_sentence_0.1,0.9817151,0.026499152183532715
21005,Model-based,FactCC,inserted_sentence_0.3,0.8230701,0.026499152183532715
21005,Model-based,FactCC,inserted_sentence_0.5,0.90176165,0.026499152183532715
21005,Model-based,FactCC,inserted_sentence_0.7,0.9373456,0.026499152183532715
21005,Model-based,FactCC,inserted_sentence_0.9,0.86042744,0.026499152183532715
21005,Model-based,FactCC,randomly_swapped_words_0.1,0.07473962,0.029590189456939697
21005,Model-based,FactCC,randomly_swapped_words_0.3,0.25590223,0.029590189456939697
21005,Model-based,FactCC,randomly_swapped_words_0.5,0.9921625,0.029590189456939697
21005,Model-based,FactCC,randomly_swapped_words_0.7,0.99951386,0.029590189456939697
21005,Model-based,FactCC,randomly_swapped_words_0.9,0.99841225,0.029590189456939697
21005,Model-based,FactCC,removed_sentence_0.1,0.7993767,0.029590189456939697
21005,Model-based,FactCC,removed_sentence_0.3,0.96807736,0.029590189456939697
21005,Model-based,FactCC,removed_sentence_0.5,0.97787106,0.029590189456939697
21005,Model-based,FactCC,removed_sentence_0.7,0.99808,0.03182953596115112
21005,Model-based,FactCC,removed_sentence_0.9,0.00083403185,0.03182953596115112
21005,Model-based,FactCC,repeated_sentence_0.1,0.00041910502,0.03182953596115112
21005,Model-based,FactCC,repeated_sentence_0.3,0.0050140466,0.03182953596115112
21005,Model-based,FactCC,repeated_sentence_0.5,0.0018987753,0.03182953596115112
21005,Model-based,FactCC,repeated_sentence_0.7,0.001817085,0.03182953596115112
21005,Model-based,FactCC,repeated_sentence_0.9,0.94298726,0.03182953596115112
21005,Model-based,FactCC,10023_1,0.99934953,0.03182953596115112
21005,Model-based,FactCC,10024_1,0.9999051,0.04289659857749939
